brand,categories,content,discount,num_review,product,regular,star,title
Galliprant,"Pharmacy,Pain Relief & Arthritis","called chewy for this medication for our latest adoption, a senior rottie/gr.pyr mix that has bad arthritis in her hips. Chewy called her doctor,verified the script and then filled and shipped it to me within just a few days. Fast service and very helpful staff and speedy delivery. Thank You Chewy!!!",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant tablets
Simparica,"Dog,Flea & Tick,Oral Treatments","I was having a terrible time this year with fleas on my Labradors.  I tried several different treatments with no success.  Someone suggested Simparica to me.  I checked with my vet and Chewy's price was lower.  Best thing is that within 24 hours of feeding it, the biting stopped!  Haven't seen a flea since.",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Lifesaver for my dogs
Galliprant,"Pharmacy,Pain Relief & Arthritis","One of our fur kids has a degenerative spine condition affecting her back legs, and really relies on her front legs for mobility..so..when she started having arthritic problems in her front legs, my heart sank...but...Galliprant has really  helped with her front legs. She is still able to walk on her own, albeit a bit wobbly, but still on her own! Woo hoo!",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,REALLY HELPED OUR GIRL
Galliprant,"Pharmacy,Pain Relief & Arthritis",This product has helped my older dog and his joints. He can walk again.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Great for my dog
Galliprant,"Pharmacy,Pain Relief & Arthritis","It’s truly alarming to read some of the reviews here, in which dog owners demonstrate their lack of knowledge about what this drug is and how it works. Please, if you do not understand a drug, do not give it to your dog! One review even talks about he dog vomiting, gagging, excessive drooling, and losing control of it’s bowels. And the owner still administers the drug? Unbelievable.

My dog has a torn (but not ruptured) ligament in his knee. He was three-legged lame before taking Gallipant. I thought the only fix was a drastic (and very expensive) surgery. He is an active, zero-to-sixty dog who is not good about being handled by strangers, so not a great surgery candidate (knee surgeries require",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Manages my dog’s knee problem
Galliprant,"Pharmacy,Pain Relief & Arthritis","My almost 9 year old Old English Sheepdog has arthritis in his hind quarters. He was on Carprofin. He had terrible stomach issues and vomiting. We switched to Galliprant and so far, all is well. It's more expensive, but you only use 1 pill a day vs 2 of the Carprofin. I would recommend Galliprant if your pup has a sentive stomach.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,More gentle on a sensitive tummy.
Galliprant,"Pharmacy,Pain Relief & Arthritis",Thankful that my vet prescribed this and SUPER thankful that CHEWY was extremely helpful in the process of contacting my vet and verifying the prescription in a quick time.  CHEWY never disappoints!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,New Life to my girl!
Simparica,"Dog,Flea & Tick,Oral Treatments","My puppy has a severe allergic reaction to another flea and tick medication and our vet recommended this kind to replace it. No reaction, he eats it no problem, and it's doing it's job at keeping him bug free",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Nice alternative
Simparica,"Dog,Flea & Tick,Oral Treatments",WE ARE GIVING THIS MONTHLY MEDICATION TO OUR SHAR PEI MOSHE FOR ALMOST 2 YEARS. SEEMS WORKS OK AND MOSHE DOES NOT HAVE ANY SIDE EFFECTS. WILL CONTINUE WITH SIMPARICA UNLESS VETS WILL COME UP WITH BETTER SOLUTION,93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,SIMPARICA SATISFUCTION
Simparica,"Dog,Flea & Tick,Oral Treatments","Dr. recommended;   over $100 from the vet.   Seems to work well, don't know if better than any others, but the dog likes it.",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,greatest price
Galliprant,"Pharmacy,Pain Relief & Arthritis","This is an item prescribed by a veterinarian and I trust he knows what he is doing. Since I do not have a medical degree, I have no opinion on this product, except that it helps my dog.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,This is a stupid question. I'm not a veterinarian....
Simparica,"Dog,Flea & Tick,Oral Treatments",Thank you for quick response and delivery of this flea medicine... my dog is happy!,93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Service and communication
Galliprant,"Pharmacy,Pain Relief & Arthritis",this should be in a pill for people to take....really helped his legs,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,great drug!!!!
Galliprant,"Pharmacy,Pain Relief & Arthritis",Our vet recently changed our dogs meds from Rymadil to Gallaprant because it is safer for long term use. Our old lady is 12 and has hip displasia and arthritis in her knees. Since starting this medication a month ago she gets the zoomies and can run around some outside. It is wonderful to see her able to enjoy life again.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Worth every penny!
Galliprant,"Pharmacy,Pain Relief & Arthritis",My old girl can’t take the cheaper NSAIDs for pain. This seems easier on the stomach and works. I found it cheapest on Chewy and shipping was fast.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Controls arthritic pain
Galliprant,"Pharmacy,Pain Relief & Arthritis","At $100 per month, this med is ridiculously expensive! I have seen only mild improvement.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,too expensive
Simparica,"Dog,Flea & Tick,Oral Treatments","After a year of applying topical flea and tick medicine on my dog's back, the chewable tablet made this chore so easy. My doggie ate the tablet like a treat. So easy, I'll never go back to topical!",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,It was so easy...
Simparica,"Dog,Flea & Tick,Oral Treatments",I have a picky lab and he took this no problem. Did not make him sick like other brands.,93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Small pill and dog ate
Simparica,"Dog,Flea & Tick,Oral Treatments","It was so easy to place this order, they contacted my vet and packaged shipped shortly after. I have it set on auto ship now.",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Easy peasy
Simparica,"Dog,Flea & Tick,Oral Treatments",I have been giving this to my Lab Retriever for 2 months starting on 3 and she still gets ticks.Not worth the money.,93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Not real good for ticks.
Galliprant,"Pharmacy,Pain Relief & Arthritis",Made a significant difference on the comfort and daily living of my 13 year old lab.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Great for old dog arthritis
Simparica,"Dog,Flea & Tick,Oral Treatments",Works excellent.5 stars!!!!! Will add them on my auto ship.My German Shepherd has to fleas or ticks. Thank you chewy for fast and easy process!!!!,93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs"
Galliprant,"Pharmacy,Pain Relief & Arthritis","We had our boy on cosequin, but it didn't help him after a while.  The vet prescribed him Galliprant and so far he has been moving around so much better.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,It really works.
Galliprant,"Pharmacy,Pain Relief & Arthritis",I have 2 dogs with crippling arthritis and both take this med. They can walk on their joints allot better. The only noticeable side affects are my older dog who is 13 tends to get a little sleepy right after taking it and his nose tends to run a little getting nasal drip. He has vomited twice with it but nothing forceful and only after I introduced ice chips. He loves ice and has eaten ice his whole life but now his stomach seems to be sensitive to cold items while taking Galliprant. Overall it helps him walk much better.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Great for Arthritis or joint pain
Galliprant,"Pharmacy,Pain Relief & Arthritis","This is a great medication for dogs with arthritis. I have two Pomeranians (8 and 12) with arthritis and luxating patellas (loose kneecaps). One has hip dysplasia and the other had a femoral head ostectomy for a luxated hip when he was younger. In addition to daily Welactin (fish oils) and Dasuquin every other day, this keeps them active and comfortable.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Drastic improvement in arthritic dogs.
Simparica,"Dog,Flea & Tick,Oral Treatments",Unfortunately my golden recently went missing for 9 days. We live in a very rural area and she was mainly traveling through the woods. Once we found her we took her right to the vet. Our vet as well as I was so surprised to not find a single tick on her. This product really works,93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,amazing works great
Simparica,"Dog,Flea & Tick,Oral Treatments","Only had this brand for the first time.  Vet said it was as good as Nexgard, which I have been on in another state.",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Simparicia
Simparica,"Dog,Flea & Tick,Oral Treatments","Our Doberman came through rescue with a number of skin problems.  We took her to a Veterinary Dermatologist, who recommended we keep her on Simparica for the remainder of her life.  I asked about the safety of an ingested flee and tick killer and he said this was the best and what he gave his dogs.",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Vet recommended
Simparica,"Dog,Flea & Tick,Oral Treatments","Not sure it works, it’s been a week after we’ve applied it and he still scratching and I saw a flea.",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Not sure it works
Galliprant,"Pharmacy,Pain Relief & Arthritis",Thank you so much for a much better price and for shipping so quickly,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Gallipranit
Simparica,"Dog,Flea & Tick,Oral Treatments","Product came very quickly and both my dogs enjoyed it like it was a treat.  They had no side effects.   I’m assuming it will work as intended, if that changes I’ll let people know.",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,No side effects
